"event1","event2","product_id_changed","rel_freq"
added_variant_to_cart,added_variant_to_cart,false,0.00098781844174667792
added_variant_to_cart,added_variant_to_cart,true,0.00026228343236084684
added_variant_to_cart,completed_profiling,false,0.000000419377241571356199
added_variant_to_cart,opened_brand_list,false,0.000000209688620785678099
added_variant_to_cart,opened_editor,false,0.00012716186170769093
added_variant_to_cart,opened_editor,true,0.000008627950656460712285
added_variant_to_cart,selected_brand,false,0.000000111833931085694986
added_variant_to_cart,viewed_product,false,0.00559928383403434676
added_variant_to_cart,viewed_product,true,0.01658693161519587740
added_variant_to_cart,,,0.01193713827987919240
completed_profiling,added_variant_to_cart,false,0.00054114857556889833
completed_profiling,added_variant_to_cart,true,0.000001883988535365500826
completed_profiling,opened_editor,false,0.00025936344021841065
completed_profiling,opened_editor,true,0.000001931668730437390781
completed_profiling,selected_brand,false,0.000000267812834968374836
completed_profiling,viewed_product,false,0.00061136994874211466
completed_profiling,viewed_product,true,0.00051980999939802792
completed_profiling,,,0.00067127855478432844
opened_brand_list,added_variant_to_cart,false,0.00033561398458469476
opened_brand_list,added_variant_to_cart,true,0.000003968974535045891543
opened_brand_list,completed_profiling,false,0.000001174471929942453796
opened_brand_list,opened_brand_list,false,0.00134458648730223901
opened_brand_list,opened_editor,false,0.00012276644895944928
opened_brand_list,opened_editor,true,0.000000733350624287007186
opened_brand_list,selected_brand,false,0.00348219520532898302
opened_brand_list,selected_category,false,0.000022979363838163524674
opened_brand_list,selected_size,false,0.000079459817334474680110
opened_brand_list,viewed_product,false,0.00059224818085163422
opened_brand_list,viewed_product,true,0.00045914629714515732
opened_brand_list,,,0.00084335415338796900
opened_editor,added_variant_to_cart,false,0.00053653760123725705
opened_editor,added_variant_to_cart,true,0.000001779965879749992817
opened_editor,completed_profiling,false,0.000000223667862171389973
opened_editor,opened_brand_list,false,0.00556395901797061183
opened_editor,opened_editor,false,0.00034282924556386954
opened_editor,opened_editor,true,0.000001797924234371637885
opened_editor,selected_brand,false,0.000024253641090974269420
opened_editor,selected_category,false,0.000000419377241571356199
opened_editor,selected_size,false,0.000000838754483142712398
opened_editor,viewed_product,false,0.00080833225725966210
opened_editor,viewed_product,true,0.00054856321528010765
opened_editor,,,0.00110182499494549081
selected_brand,added_variant_to_cart,false,0.000059118378487617072679
selected_brand,added_variant_to_cart,true,0.000000122327272911175801
selected_brand,completed_profiling,false,0.000002046294667603728501
selected_brand,opened_brand_list,false,0.00034156074680581109
selected_brand,opened_editor,false,0.000031389037235655938824
selected_brand,opened_editor,true,0.000000239644138040774971
selected_brand,selected_brand,false,0.000009952087476158310856
selected_brand,selected_category,false,0.00063139557665202157
selected_brand,selected_size,false,0.00198727370993427945
selected_brand,viewed_product,false,0.00018131587832726680
selected_brand,viewed_product,true,0.000093844366487521685117
selected_brand,,,0.00018298726179491963
selected_category,added_variant_to_cart,false,0.000014499687756026460137
selected_category,added_variant_to_cart,true,0.000000543637164999906184
selected_category,completed_profiling,false,0.000000173184124049709847
selected_category,opened_brand_list,false,0.000029811724463037198797
selected_category,opened_editor,false,0.000005349057518505453646
selected_category,selected_brand,false,0.000001642744634455470073
selected_category,selected_category,false,0.000019714688616205273264
selected_category,selected_size,false,0.00054337008736181367
selected_category,viewed_product,false,0.000016014976474482222018
selected_category,viewed_product,true,0.000017436091198559792637
selected_category,,,0.000026162815656612240248
selected_size,added_variant_to_cart,false,0.000002525675999802385261
selected_size,completed_profiling,false,0.00260203769358446533
selected_size,opened_brand_list,false,0.000001174471929942453796
selected_size,opened_editor,false,0.000000901945200300889646
selected_size,selected_brand,false,0.000000058859963729313151
selected_size,selected_size,false,0.000000055000293976571305
selected_size,viewed_product,false,0.000003850621044652641260
selected_size,viewed_product,true,0.000001194819961717553680
selected_size,,,0.000001965081931934354761
viewed_product,added_variant_to_cart,false,0.03209781548374297731
viewed_product,added_variant_to_cart,true,0.00051178478301348958
viewed_product,completed_profiling,false,0.000000355558965680062864
viewed_product,opened_brand_list,false,0.000002693237632186139487
viewed_product,opened_brand_list,true,0.000002623561449816081856
viewed_product,opened_editor,false,0.00785450660713625677
viewed_product,opened_editor,true,0.00015464162251869709
viewed_product,selected_brand,false,0.000000510053401911108891
viewed_product,selected_brand,true,0.000001109314504165251816
viewed_product,selected_category,true,0.000000209688620785678099
viewed_product,selected_size,false,0.000000559169655428474932
viewed_product,viewed_product,false,0.15825898443815174447
viewed_product,viewed_product,true,0.22803165617160119070
viewed_product,,,0.51220444814465984165
